title,lyric,label
Lover Boy,장난스러운 너의 속삭임/내마음을 알아차린듯/신기루 같은 사랑의 유혹/It's magical/but strange temptation/If you don't mind/dear god of love/just let this love to be real/너에게 나를/가둬둘수 있도록/If you don't mind/dear god of love/just let this love to be true/널향한 나의 소원이란 사랑이란걸/그대만의 기적이란/훔쳐볼순 없는지/Don't know if we are in love/달콤한 사랑이여/그대는 the god of love/잔인한 사랑이여/그대는 the god of love//나 아닌 다른 사람 에게도/늘 보란 듯 눈길 주더니/어느새 너의 황금화살에/in the next moment/I'm deep in love/If you don't mind/dear god of love/just let this love to be real/너에게 나를 가둬둘수 있도록/If you don't mind/dear god of love/just let this love/to be ture/널향한 나의 소원이란 사랑이란걸/그대만의 기적이란/훔쳐볼 순 없는지/Don't know if we are in love/달콤한 사랑이여/그대는 the god of love/잔인한 사랑이여/그대는 the god of love/달콤한 사랑이여/그대는 the god of love/잔인한 사랑이여/그대는 the god of love/I don't know why when/I don't know why when/To love/To love/If you don't mind/dear god of love/just let this love to be real/너에게 나를 가둬둘수 있도록/If you don't mind/dear god of love/just let this love to be true/널향한 나의 소원이란 사랑이란걸/If you don't mind/dear god of love/just let this love to be real/너에게 나를 가둬둘수 있도록/If you don't mind/dear god of love/just let this love to be true/널향한 나의 소원이란 사랑이란걸/장난스러운 너의 속삭임/내 마음을 알아 차린 듯/신기루 같은 사랑의 유혹/It's magical/but strange temptaion/If you don't mind/dear god of love/It's magical/but strange temptaion/If you don't mind/dear god of love/In the next moment/I'm deep in love/ /,happiness
기분탓 (Feat. 백아연),뭔가 기분 좋은 일이/생길 것만 같은 기분이야/요즘 따라 10년 만에/사람들이 나를 알아봐/연예인이 된 것만 같아/뜻밖의 인연으로 /연애도 하게 되려나/뭔가 대박이 날 것 같은데/내 느낌상 무더운 여름도/다 지나갔고 좀 쓸쓸해도/개코 형 말처럼 느낌 /So Good Good/오빠 차 뽑았다 라고/말할 수 있는 날도 올 것 같아/술 담배 욕 커피 다 끊고/도끼 형처럼 살아 볼까 나/자신감도 부쩍 늘고/모두 잘 될 것만 같은데/내 주변 사람들은 내 생각들/그게 전부 기분 탓이래/전부 기분 탓이래/왠지 나 기분이 좋아/기분 탓일 수도 있지만/It's all right/바래 왔던 많은 꿈들/전부 다 잘 될 것 같아/Nuh oh oh oh oh oh/콧노래를 불러 봐/발걸음이 더 가벼워지는/기분이야/어떤 일이든 잘 될 거야/이게 다 좋은 기분 탓/오늘 따라 거울에 비친/내 얼굴엔 김이 묻었네/잘생김/요즘에는 TV에서/가장 꽂히는 노랫말/짜증을 내어서 무엇 하나/사람들이 나를 보는 시선조차도/많이 변한 것을 느껴/물론 나도 세상을 바라보는/시선도 변했겠지/못해도 아마 180도/내가 정말 미쳐가는지/잠 자는 시간조차 왜 아까운지/궁금해서 물어보면 사람들은/전부 기분 탓이래/전부 기분 탓이래/왠지 나 기분이 좋아/기분 탓일 수도 있지만/It's all right/바래 왔던 많은 꿈들/전부 다 잘 될 것 같아/Nuh oh oh oh oh oh/콧노래를 불러 봐/발걸음이 더 가벼워지는/기분이야/어떤 일이든 잘 될 거야/이게 다 좋은 기분 탓/난 사주를 믿지는 않지만/올해는 너무 좋대/삼재도 끝났고 막히는 일 없이 /전부 술술 풀린대/그런 걸 다 떠나서/나도 이제 훨훨 /높이 날아오를 때/열심히 산 만큼/내 노래 가사처럼 길이 보이네/자 모두 힘을 내/왠지 나 기분이 좋아/기분 탓일 수도 있지만/It's all right/바래 왔던 많은 꿈들/전부 다 잘 될 것 같아/Nuh oh oh oh oh oh/콧노래를 불러 봐/발걸음이 더 가벼워지는/기분이야/어떤 일이든 잘 될 거야/이게 다 좋은 기분 탓/,happiness
The Love Bug (With BoA),That's the way it's gonna be/코코노로 카타치/카와라나이/No matter how things might be/코노마마 far/도시테모이이 나니모/이라나이/Just tell me that you want me/COME ON/YEAH YOU KNOW IT/YOU KNOW I'M SAYING/YO YOU GOT THE POWER/HA BoA/YOU SAW YOU DO/JOHNNY ASTRO/M FLO/아시타니낫타라 와스레루요/돗카이타노니/히키즈루키모치 For you/나제카토마라나이/Kinda like an apple pie/소토와도라이다케도나카미/Soft & Sweet 도코카라 사 도시요/Once again it's the cosmic/아라모도오이시이/from head to toe 마지/get to go up/oh I all day all night/plese believe it/우소쟈나이 eight hundred color/well You're flower비진/You wanna rock with me/what's wrong/top노 큐방메노쿠모니놋테/take me there/Tell me what you think of me/오시에테호시이/돈나 fashion/돈나 메이쿠가이이/Wanna be you girl/Wanna be your one & only/다레모/이라나이/Just tell me that you want me/Baby shake it like a 바텐/no taboo/바브 아마에루specimen/하싯테escape시요/Just the TWO 후타리데 of us/got the 카기히라쿠/Basement 산쥬Relaxation 시마스/International 지마쿠츠키/Sharp like a 하모노/vamonos boogie/Hovoscope 이라네/고코이리구치/for you & I 소레가 manifesto/Let's go/케쇼 tears데오치루와도칸도/la vie 무소스루키미스코시이죠/요조라니마우/dress silk chiffon/산토라츠키노 LOVE STORY/stars for sure/For sure baby/카붓테seatbelt 시테 say it/Cuz some day one day/you'll be mine/And make love/for the very first/Time tonight/다레모/키즈카나이/소시테/혼토와/혼토/야바쿠나이/I got the stop for real/make you mine/That's the way it's gonna be/코코노로 카타치/카와라나이/No matter how things might be/코노마마 far/시테모이이/나니모/이라나이/Just tell me that you want me/HIP HOP I HAVE ITI HAVE IT/TO THE HIP HIP HOP IN/YOU DON'T STOP/HIP HOP I HAVE ITI HAVE IT/TO THE HIP HIP HOP IN/YOU DON'T STOP/YOU DON'T STOP/HEY YOU DON'T STOP/YOU DON'T STOP/HEY YOU DON'T STOP/YOU DON'T STOP/YOU DON'T STOP/YOU DON'T STOP/도코사가시테모/nowhere to be found/I'm alone do you know/히토리노토키노feeling/Oh no 도시테콘나니츠라이노 baby/She loves me/He loves me not/OH He loves me/She loves me not/OH She loves me/He loves me not/OH He loves me/She loves me not/He loves me/loves me/loves me not/She loves me/loves me/loves me not/M F L O/needs LOVE/Tell me what you think of me/오시에테호시이/돈나 fashion/돈나 메이쿠가이이/Wanna be you girl/Wanna be your one and only/다레모/이라나이/Just tell me that you want me/That's the way/it's gonna be/코코노로 카타치/카와라나이/No matter how things might be/코노마마 far/도시테모이이 나니모/이라나이/Just tell me that you want me/Come on/I told you so/la la la la la la la bug/ /,happiness
랄랄라 송,혼자라고 느낄 땐 /이 멜로디를 기억해봐/라랄랄라 랄랄라 라랄랄랄라아/언젠가 이 순간이 /그리워질 때 또 불러봐/라랄랄라 랄랄라 라랄랄랄라아/너랑 걸어 다닐 때면 노래가 들려/너는 내게 젤 반가운 멜로디거든/너랑 걸은 거리마다 난 그림이 보여/넌 그런 어떤 느낌인거야/재미있는 얘길 하나 해줄까 /혼자 걸을 때에도 /따라다녀 니가 말하자면 니가 /마치 나의 곁을 지키는 것 같아/난 지칠 땐 늘 니 생각해 /그건 휴식이거든 그건 참 향기롭거든/혼자라고 느낄 땐 /이 멜로디를 기억해봐/라랄랄라 랄랄라 라랄랄랄라아/언젠가 이 순간이 /그리워질 때 또 불러봐/라랄랄라 랄랄라 라랄랄랄라아/바람의 결 따라 /너의 결을 따라/난 흘러가고 싶어/너랑 걸어 다닐 땐 한겨울에도 왜 /마음이 뜨거워 뜨거워 Hot summer /이 거리 위에 소음이 너와 나의 멜로디 /우린 멀리 있어도 신호가 안 멀어 /흥얼 거리는 박자에 /너와 발걸음을 맞춰 /조용한 공원에선 /서로의 목소리를 낮춰/넌 소중해 알아줘/I will always be your memories /Forever with you/넌 가끔 나를 넌 나를/아이처럼 아이처럼 꿈을 /꾸게 해/Move your hands /To the left to the right yo/넌 자주 나를 넌 나를/아이처럼 막 웃게 만들어/Come on come on /Here we go/혼자라고 느낄 땐 /이 멜로디를 기억해봐/라랄랄라 랄랄라 라랄랄랄라아/언젠가 이 순간이 /그리워질 때 또 불러봐/라랄랄라 랄랄라 라랄랄랄라아/혼자라고 느낄 땐 /이 멜로디를 기억해봐/라랄랄라 랄랄라 라랄랄랄라아/언젠가 이 순간이 /그리워질 때 또 불러봐/라랄랄라 랄랄라 라랄랄랄라아/,happiness
Madeleine Love,오늘같이 싱그러운 날/길거리 차도 별로 다니지 않아 /문득 지나가다 거울을 보면 /오늘 내 모습은 좀 예뻐 보이네 /이따가 널 보면 무슨 말을 할까 /날씨가 좋다고 뻔한 /말이라도 건네볼까 /어색한 장난이라도 용감하게 /오늘은 널 웃음 짓게 만들 거야 /I’m in madeleine love /I’m in madeleine love /I’m in madeleine love /오늘같이 햇볕 좋은 날엔 /매일 걷던 거리도 지겹지 않아 /문득 지나가다 거울을 보면 /내 얼굴도 이 정도면 잘생겼네 /이따가 널 보면 무슨 말을 할까 /날씨가 좋다고 /공원이라도 좀 걷자 할까 /짓궂은 장난이라도 용감하게 /오늘은 널 웃음 짓게 만들 거야 /I’m in madeleine love /I’m in madeleine love /I’m in madeleine love /I’m in madeleine love/I’m in madeleine love/I’m in madeleine love/,happiness
바닐라 Love (Feat. 샤이니 온유 Part 2),사랑에 빠진 순간 너만 보이고/심장은 두근거려/I love you I love you/I need you I need you/Cause I love you/Cause I need you/Cause I love you/Cause I need you/가슴에 폭 안겨주기/길걷다 뽀뽀해주기/일부러 투정부리기/귀여운 애교도 살짝/눈으로 네 맘을 알기/더워도 꼭 붙어 있기/걸을땐 팔짱 껴주기/집앞에 달콤한 키스/Cause I love you/Cause I need you/Cause I love you/Cause I need you/하루만 못봐도 뽀뽀하고 싶어/달콤한 너에게 뽀뽀하고 싶어/숨막혀 터질듯 크게 안아줄께/영원히 그대를 사랑해//I love you I love you/I need you I need you/섹시한 여자를 봐도/앞만보며 걸어가기/늦은밤 네게 전화해/사랑해 수백번 말해/Cause I love you/Cause I need you/Cause I love you/Cause I need you/하루만 못 봐도 뽀뽀하고 싶어/달콤한 너에게 뽀뽀하고 싶어/숨막혀 터질듯 크게 안아줄께/영원히 그대를 사랑해//랄라 랄라 랄라 랄라/너를 만나면 하루가 즐겁고/너를 만나면 하루가 설레고/너를 만나면 하루가 짧아져/너를 만나면 하루가 아쉬워/너를 만나면 하루가 포근해/너를 만나면 하루가 행복해/너를 만나면 공주가 되었고/너를 만나면 행복한 여자야/I love you I love you/I need you I need you/I love you I love you/I need you I need you my love/ /,happiness
봄인가 봐 (Spring Love),눈꽃이 내린 버스 정류장에/날 데려다주다/꼭 내 손을 잡는 너 때문에/나 놀랐어/아주 오래전부터 숨겼던/내 맘이 들킨 걸까/부는 바람에 실린 우리에게 번진 /This is love/내 마음에 내려와 사뿐히 내려와/네 어깨 위에도 벌써 내린 그 이름 /봄인가 봐/우리 잡은 손 틈 사이/얇아진 외투 사이/어느새 스며들어 우릴 변화시킨 /봄이 왔나 봐/첨엔 그랬어 편한 친구/혹 동생 같았어/치마를 입고 꾸민 모습에도/놀라지 않았어/뭐가 우릴 지금 /이렇게 바꿔 놓은 걸까/Maybe it’s crazy /Can I call you my baby Yeah/내 마음에 내려와 사뿐히 내려와/네 어깨 위에도 벌써 내린 그 이름 /봄인가 봐/우리 잡은 손 틈 사이 /얇아진 외투 사이/어느새 스며들어 우릴 변화시켜 Oh/우리 서로에 기대어 잠든 벤치/투명한 하늘에 물든/Sweet cherry blossom/늘 이러면 좋겠다 Yeah/우릴 바꾼 그 이름 봄봄봄 봄 Ooh/널 사랑해 너를 사랑해 /사랑해 널 Yeah/넌 봄이 돼줘 항상 나는 꽃이 될게/서로를 녹여주고 /열리게 해주면 좋겠다/안 보이던 마음과 마음/마주한 시선 사이/겨우내 숨어있던 꽃이 피었나 봐 /봄이 왔나 봐/,happiness
I Remember (CJ홈쇼핑 “지혜가힘이다편” CF삽입),I remember/the way you glanced at me/Yes I remember/I remember/when we caught a shooting star/Yes I remember/I remember/all the things that we shared/and the promise we made/just you and I/I remember/all the laughter we shared/all the wishes we made/upon the roof at dawn/Do you remember/when we were dancing in the/rain in that december/And I remember/when my father thought you/were a burglar/I remember/all the things that we shared/and the promise we made/just you and I/I remember/all the laughter we shared/all the wishes we made/upon the roof at dawn//Yes I remember/all the things that we shared/and the promise we made/just you and I/I remember/all the laughter we shared/all the wishes we made/upon the roof at dawn/I remember/the way you read your books/Yes I remember/the way you tied your shoes/Yes I remember/the cake you loved the most/Yes I remember/the way you drank your coffee/I remember/the way you glanced at me/Yes I remember/when we caught a shooting star/Yes I remember/when we were dancing in the/rain in that december/and the way you smile at me/Yes I remember/ /,happiness
Perhaps Love (사랑인가요),언제였던건지 기억나진 않아 /자꾸 내 머리가/너로 어지럽던 시작 /한 두번씩 떠오르던 생각 /자꾸 늘어가서/조금 당황스러운 이 마음 /별일이 아닐 수 있다고/사소한 마음 이라고 /내가 내게 자꾸 /내게 자꾸 /말을 하는게 어색한걸 /사랑인가요/그대 나와 같다면 시작인가요 /맘이 자꾸 그댈 사랑한대요 /온 세상이 듣도록 소리치네요 /왜 이제야 들리죠 우/서롤 만나기 위해/이제야 사랑 찾았다고 /지금 내 마음을 설명하려 해도 /니가 내가 되어/맘을 느끼는 방법 뿐인데 /이미 난 니안에 있는 걸 /내 안에 니가 있듯이 /우린 서로에게 서로에게/이미 길들여진지 몰라 /사랑인가요/그대 나와 같다면 시작인가요 /맘이 자꾸 그댈 사랑한대요 /온 세상이 듣도록 소리치네요 /왜 이제야 들리죠 우/서롤 만나기 위해/이제야 사랑 찾았다고 /생각해보면/생각해보면/많은 순간속에 /얼마나 많은 설레임 있었는지 /조금 늦은 그 만큼/난 더 잘해 줄께요/함께 할께요/추억이 될 기억만 선물할께요/다신 내곁에서 떠나지 마요/짧은 순간조차도 불안한 걸요/내게 머물러줘요 우/그댈 이렇게 많이/그토록 많이/사랑하고 있어요/그대 하나만/이미/,happiness
커피 한잔 어때? (Feat. 요조),난 말야 크림 가득 담겨있는/커피 한 잔과 너만 곁에 둘래/나른한 날엔 더욱 생각이 드는/그런 나의 위로이니까/나의 위로이니까/햇살 가득 몸에 받아 손을 뻗으면/하늘위로 나는 느낌도 들 테지/네가 이런 내 곁에서/입맞추면 더 좋을 거야/머리 속 하얗게 지워져도 난/좋을 거야/그냥 밤을 세울 수도 있을 거야/볼그라진 네 뺨 아름다워/나와 행복해 질 거야//라라라라라라라라라/라라라라라라라라라/스파라밥 스파라밥 스파라밥/스파라밥 스파라밥 스파파라/스파라밥 스파라밥 스파라밥/스파라밥 스파라밥 스파/쇼꼬라 캬라멜은/너보다도 달콤하지만/너만 필요해/나른한 날엔 더욱 생각이 드는/그런 나의 위로이니까/나의 위로이니까/햇살 가득 몸에 받아 손을 뻗으면/하늘위로 나는 느낌도 들테지/네가 이런 내 곁에서/입 맞추면 더 좋을 거야/머리 속 하얗게 지워져도 난/좋을 거야/그냥 밤을 세울 수도 있을 거야/볼그라진 네 뺨 아름다워/나와 행복해 질 거야/우린 맺어질 수 밖에 없는 거야/처음부터 우린 하나니까/나와 행복해 질 거야/나와 커피한잔 어때/ /,happiness
Where Is The Love?,What's wrong with the /world mama/People livin' like they /ain't got no mamas/I think the whole world /addicted to the drama/Only attracted to things /that'll bring you trauma/Overseas yeah we try to /stop terrorism/But we still got terrorists /here livin'/In the USA the big CIA/The Bloods and The Crips /and the KKK/But if you only have love /for your own race/Then you only leave space /to discriminate/And to discriminate only /generates hate/And when you hate then /you're bound to get irate yeah/Madness is what you /demonstrate/And that's exactly how /anger works and operates/Man you gotta have love /just to set it straight/Take control of your mind /and meditate/Let your soul gravitate to /the love y'all y'all/People killing people dying /Children hurt /and you hear them cryin /Can you practice /what you preach /And would you turn /the other cheek /Father Father Father help us /Send us some guidance /from above /'Cause people got me /got me questionin /Where is the love /Where is the love /Where is the love /Where is the love /The love the love /It just ain't the same /always unchanged /New days are strange is /the world insane /If love and peace is so strong /Why are there pieces of love /that don't belong /Nations droppin bombs /Chemical gasses fillin /lungs of little ones /With the ongoin sufferin /as the youth die young /So ask yourself /is the lovin really gone /So I could ask myself /really what is goin wrong /In this world that we livin /in people keep on givin in /Makin wrong decisions /only visions of them dividends /Not respectin each other /deny thy brother /A war is goin on /but the reasons undercover /The truth is kept secret /it's swept under the rug /If you never know truth /then you never know love /Wheres the love yall come on /I don't know /Wheres the truth yall come on /I don't know /Wheres the love yall /People killin people dyin /Children hurt /and you hear them cryin /Can you practice /what you preach /And would you turn /the other cheek /Father Father Father help us /Send us some guidance /from above /'Cause people got me /got me questionin /Where is the love /Where is the love /Where is the love /Where is the love /Where is the love /Where is the love /Where is the love /Where is the love /The love the love /I feel the weight of /the world on my shoulder /As I'm gettin older yall /people gets colder /Most of us only care /about money makin /Selfishness got us followin /our own direction /Wrong information always /shown by the media /Negative images /is the main criteria /Infecting the young minds /faster than bacteria /Kids wanna act like what /they see in the cinema /whatever happened /to the values of humanity /Whatever happened /to the fairness in equality /Instead in spreading love /we spreading animosity /Lack of understanding leading /lives away from unity /Thats the reason /why sometimes Im feelin under /Thats the reason /why sometimes I'm feelin down /Theres no wonder /why sometimes I'm feelin under /Gotta keep my faith alive /til love is found /Where is the love /Where is the love /Where is the love /Where is the love /Father Father Father help us /Send us some guidance /from above /'Cause people got me /got me questionin /Where is the love /Sing with me y'all/One world one world /We only got/One world one world /That's all we got/One world one world/And something's wrong /with it Yeah/Something's wrong /with it Yeah/Something's wrong /with the wo wo world yeah/We only got/One world one world/That's all we got/One world one world /,happiness
I'll Be There,"I’ll Be There/Yep I'll Be There /Yep I'll Be There /Oh Oh Yep I'll Be There/Oh Oh Yep I'll Be There/Hey Boy, Turn Up The Speakers,  /괜찮다고 말하지만 /넌 항상 아니라 말하지만  /Huh, Let's Go /니 얼굴에 다 써있어,  /Don't Lie To Me /너 바보같이 숨기지 좀 마 /약한 모습도 약한 약한 모습도 /가끔은 괜찮아 대신 포기는  /No You Belive  Belive Me  /Feelin'  On The Beat /지나간 일들은 다 잊고 Skip /어깨를 쭉 펴고 Look Up In The Sky /한숨은 쉬지마 /나와 Let It Fly /이젠 믿어봐 /날 믿어봐 Right Now! /I'll Be There /내가 있을게 /옆에 있을게 Oh  /누구보다 힘이 되줄게 /I'll Be There /언제까지나 함께 할게 /우리 지금처럼 영원히 /I'll Be There /Oh Oh Yep I'll Be There /Oh Oh Yep I'll Be There /Hey Get Louder, One More Time /센척할 필요 없는데 /여린 네 맘 다 알고 있는데  /Yes, I Know /기다리며 애써 봤어 /Tell It To My Heart /너 힘이 들면 내게 말해봐 /Don't Worry Worry /Don't Worry Worry Worry /걱정은 멀리멀리  /뒤로한 채로 거릴 둬 /You Belive Belive Me /Feelin' On The Beat /힘들었던 기억 다 모두 Skip /어깨를 쭉 펴고 Look Up In The Sky /한숨은 쉬지마 나와 Let It Fly /이젠 믿어봐 /날 믿어봐 Right Now! /I'll Be There /내가 있을게 /옆에 있을게 Oh  /누구보다 힘이 되줄게 /I'll Be There /언제까지나 함께 할게 /우리 지금처럼 영원히 /I'll Be There /I'll Be There /내가 있을게 /옆에 있을게 Oh  /누구보다 힘이 되줄게 /I'll Be There /언제까지나 함께 할게 /우리 지금처럼 영원히 /I'll Be There /I'll Be There/I'll Be There/Oh Oh Yep I'll Be There/Oh Oh Yep I'll Be There/",happiness
Gone (Feat. 주희 Of 에이트),New way always better/Gone Gone/Love is Gone/Gone Gone/Love is Gone/우린 너무 철없이/거품처럼 들떴지/서로를 겉핥기 식으로/공부하면서/요점을 다 놓쳤지/우린 소속감 따윈 못느끼면서/빠른 속도감을 즐기면서/감정을 다 허비해/약간의 허탈함도 느끼면서/그래도 그게 너무 좋았나봐/그런 가벼움이 참 좋았나봐/열정이 너무 사나워/냉정한 감각이 쫄았나봐/우리 감정이 낮잠처럼 /나른해질 때 쯤/난 알았어 깨달았어/사랑이 떠나갔다는 걸/사랑은 그렇게 /순간의 전기처럼/찾아와 머물고/사라져 먼지처럼/우린 너무 쉽게/다 태워버렸나봐/I miss you/우린 연기처럼 흩어지네/Is gone/Is gone/Is gone/Is gone/Is gone/Yeah/Is gone/Love is gone/Is gone/Is gone/Is gone/Is gone/Is gone/Is gone/Is gone/Love is gone/사랑은 우릴 스치고 가버렸지/열정은 빨리도 타버렸지/우린 이별하는 그 순간조차/참을 수 없이 가벼웠지/다 지난 혼자서 잠드는게/무서웠었나봐/아님 텅 빈 내 방에서/혼자 눈 뜨는게/두려웠었나봐/조금 부끄러웠었나봐/벌거벗은 내 영혼을 보여주는게/참 우습기도 해/서로의 몸은/스스럼 없이 보여주는데/홀로 지새우는 밤/좁은 내 방구석이/끝 없는 사막같이 느껴져/또 하나의 사랑이 휴지통으로/몇 장의 사진들과 함께 구겨져/사랑은 그렇게 순간의 전기처럼/찾아와 머물고 /사라져 먼지처럼/우린 너무 쉽게/다 태워버렸나봐/I miss you/우린 연기처럼 흩어지네/Is gone/Is gone/Is gone/Is gone/Is gone/Yeah/Is gone/Love is gone/Is gone/Is gone/Is gone/Is gone/Is gone/Is gone/Is gone/Love is gone/뜬금없이 생각나겠지/술잔을 내 입술에 기댈 때면/보일 듯하다 흩어지는/취한 듯이 아련한 기억들/늦은 밤 술에 잔뜩 취해/이불 속을 뒤척거려/치워버린 니 번호/혹시나해서 전화기를 뒤적거려/사랑 조차 /new ways alway/인줄 알았어/But the Love is gone /내겐 미련만이 남았어/사랑은 그렇게 /순간의 전기처럼/찾아와 머물고/사라져 먼지처럼/우린 너무 쉽게/다 태워버렸나봐/I miss you/우린 연기처럼 흩어지네/Is gone/Is gone/Yeah/Is gone/Is gone/Is gone/,happiness
엄마야,엄마야 어떡하면 그녈 다시//돌아오게 할 수 있는지//내게 가르쳐줘 제발//그녀 없는 세상이 너무 두려워//드디어 내게도 운명 같은//사랑이 찾아온거라고//매일을 얼마나 들떴었는지//아무도 모를꺼야//태어나 맨 처음 기도했어//이번엔 이별이지 않게//영원한 사랑을 지킬수 있게//한번만 도와주길//하지만 그댄 떠나려 해//또 다른 사랑을 찾아//내가 무슨 잘못했는지//알지도 못하는데//엄마야 이번만은 내 뜻대로//너만은 보낼수가 없어//제발 믿게해줘 내게//이 세상에 사랑이 있다는것을//엄마야 이번만은 잊지 못해//다시는 사랑 못할꺼야//나의 모든것을 걸어//처음으로 정말 난 사랑을 했어//태어나 맨 처음 기도했어//이번엔 이별이지 않게//영원한 사랑을 지킬수 있게//한번만 도와주길//하지만 그댄 떠나려 해//또 다른 사랑을 찾아//내가 무슨 잘못했는지//알지도 못하는데//엄마야 이번만은 내 뜻대로//너만은 보낼수가 없어//제발 믿게해줘 내게//이 세상에 사랑이 있다는것을//엄마야 이번만은 잊지 못해//다시는 사랑 못할꺼야//나의 모든것을 걸어//처음으로 정말 난 사랑을 했어//제발 떠나가지마//그대 없는 난 내가 아냐//돌아와줘 제발 내곁으로//엄마야 이번만은 내 뜻대로//너만은 보낼수가 없어//제발 믿게해줘 내게//이 세상에 사랑이 있다는 것을//엄마야 이번만은 잊지 못해//다시는 사랑 못할꺼야//나의 모든것을 걸어//처음으로 정말 난 사랑을 했어////////,happiness
러브 레시피,어떤 사람을 만나는 거니 물을 때/좋은 사람을 만나게 된 거지 대답 해/자랑하고픈 다 말을 하고픈 기분에/친구들을 모아/몇 시간을 떠들기만 해/내 사랑은 너 그래 바로 너/Oh baby baby lu lu luv/Oh baby baby lu lu luv/눈을 감아도 느껴지는 너/Oh baby baby lu lu luv/Oh baby baby lu lu luv/하루에도 열 두 번/보고 싶다고 하며/내 전화기를 바쁘게 하는 너/나를 사랑해 줘서 Thank U/내가 너보다/내가 너보다/사랑해 사랑해/바보 같아도/유치해 보여도/행복해 행복해/전부 주고픈 다 해주고 싶은 마음에/적어 놓은 것들/언제 다 해주나 걱정 돼/내 사랑은 너 그래 바로 너/Oh baby baby lu lu luv/Oh baby baby lu lu luv/눈을 감아도 느껴지는 너/Oh baby baby lu lu luv/Oh baby baby lu lu luv/하루에도 열 두 번/보고 싶다고 하며/내 전화기를 바쁘게 하는 너/나를 사랑해 줘서 Thank U/내 왼 쪽에/내 오른 쪽에/영원히 두고 싶은 건 너야/I need U/I need U/I want U/I want U/언제까지나 In ma heart/내 사랑은 너 그래 바로 너/Oh baby baby lu lu luv/Oh baby baby lu lu luv/눈을 감아도 느껴지는 너/Oh baby baby lu lu luv/Oh baby baby lu lu luv/사랑 할 땐 반드시/꼭 필요한 레시피/유통 기한이 안 적힌 내 진실/사랑이란 특별한 요리/ /,happiness
남쪽 끝섬,언젠가 그대와 둘이서/어딘가 남쪽 끝섬에서/쨍쨍한 태양에 불타고/시원한 바람에 춤추고/야자나무 그늘 밑에서/뽀뽀하고 싶소/소나기가 지나갔으면/무지개색 칵테일 건배/달콤한 그 향에 취하고/라디오 소리에 숨쉬고/그대 허벅지에 엎드려/낮잠자고 싶소//얼음장수 아저씨 안녕/핑크색 구름 빙글빙글/빛나는 향기의 그대와/예쁜 포즈로 사진 한컷/시계가 멈춘 낙원에서/눈을 감고 싶소/네온사인들 눈이 부셔/별빛은 보이지도 않네/도대체 당신 어디서 꿈꾸나요/난 빌딩숲 속 허수아비/언젠가 그대와 둘이서/어딘가 남쪽 끝섬에서/쨍쨍한 태양에 불타고/시원한 바람에 춤추고/야자나무 그늘 밑에서/뽀뽀하고 싶소/ /,happiness
사랑하기 좋은 날,상쾌한 기분이죠 하늘이 참 좋아요 /오늘은 바람 내음도 향기롭네요/무슨 좋은 일이라도 생길 것 같은 /오랜만에 기분 좋은 날이죠//매일 같은 자리에 그 사람이 있네요 /오늘따라 자꾸 나를 바라보네요/마치 무슨 주문이라도 외운 것처럼 /그 사람이 나를 향해 오네요//거 봐요 내가 그랬잖아요 /오늘은 기분 좋은 일들만 생길 거라고/어쩐지 햇살 조차 눈부신 /사랑하기 정말 좋은 날이죠//You are my love the one I’m thinking of/Your kisses in your hugs /mean everything to me baby/유난히 바람조차 달콤한 /참 사랑하기 좋은 날이죠//그 사람이 웃네요 나를 보고 웃네요 /이렇게 환한 미소도 오랜 만이죠/그 동안 상상했었던 그 많은 일들이/마법처럼 내게 일어 나네요//거 봐요 내가 그랬잖아요 /오늘은 기분 좋은 일들만 생길 거라고/어쩐지 햇살 조차 눈부신 /사랑하기 정말 좋은 날이죠//You are my love the one I’m thinking of/Your kisses in your hugs /mean everything to me baby/유난히 바람조차 달콤한 /참 사랑하기 좋은 날이죠//걸렸나봐요 행복 바이러스에 /모든것이 예쁘게만 보이죠/아직도 망설이고 있나요 /지금 그대 손을 내밀어 봐요//거 봐요 내가 그랬잖아요 /오늘은 기분 좋은 일들만 생길 거라고/뭐든지 상상 하기만 하면 /다 이뤄질 수 있는 그런 날이죠 //You are my love the one I’m thinking of/Your kisses in your hugs /mean everything to me baby/믿어요 어느 날 눈을 뜨면 /다 예쁘게만 보일 거예요/그 날이 사랑하기 좋은 날이죠//?/,happiness
Happy Birthday To You,이슬비가 내리는 오늘은 /사랑하는 그대의 생일 날 /온종일 난 그대를 생각하면서 /무엇을 할까 고민했죠 //난 가까운 책방에 들러서 /예쁜 시집에 내 맘 담았죠 /그 다음엔 근처 꽃집으로 가서 /빨간 장미 한송일 샀죠 //내려오는 비를 맞으며 /그대에게 가는 길 너무 상쾌해 /품 속에는 장미 한 송이 /책 한 권과 그댈 위한 깊은 내 사랑 //아름다운 그대를 만난 건 /하느님께 감사드릴 우연 /작은 내 맘 알아주는 그대가 있기에 /이 세상이 난 행복해 //(나나나나 나나나나나-)//난 가까운 책방에 들러서 /예쁜 시집에 내 맘 담았죠 /그 다음엔 근처 꽃집으로 가서 /빨간 장미 한 송일 샀죠 //내려오는 비를 맞으며 /그대에게 가는 길 너무 상쾌해 /품 속에는 장미 한 송이 /책 한 권과 그댈 위한 깊은 내 사랑 //아름다운 그대를 만난 건 /하느님께 감사드릴 우연 /작은 내 맘 알아주는 그대가 있기에 /이 세상이 난 행복해 /너무 너무나 행복해 //Happy Birthday To.. - /,happiness
